Player Name,Season Start, Salary,,,,
Johnny Dawkins,1990,1500000.00,,,,
Kendall Gill,1990,1500000.00,,,,
Larry Bird,1990,1500000.00,,,,
Kevin McHale,1990,1400000.00,,,,
Mark Price,1990,1400000.00,,,,
Sleepy Floyd,1990,1400000.00,,,,
Vinnie Johnson,1990,1400000.00,,,,
Xavier McDaniel,1990,1400000.00,,,,
Greg Anderson,1990,1365000.00,,,,
Ron Harper,1990,1365000.00,,,,
Rik Smits,1990,1350000.00,,,,
Rick Mahorn,1990,1330000.00,,,,
Brad Daugherty,1990,1320000.00,,,,
Manute Bol,1990,1300000.00,,,,
Brad Lohaus,1990,1275000.00,,,,
Sarunas Marciulionis,1990,1270000.00,,,,
Larry Nance,1990,1260000.00,,,,
Dale Ellis,1990,1250000.00,,,,
J.R. Reid,1990,1250000.00,,,,
Roy Hinson,1990,1250000.00,,,,
Jim Petersen,1990,1235000.00,,,,
Brian Shaw,1990,1212000.00,,,,
Armen Gilliam,1990,1200000.00,,,,
Drazen Petrovic,1990,1200000.00,,,,
Johnny Newman,1990,1200000.00,,,,
Tony Campbell,1990,1200000.00,,,,
Clyde Drexler,1990,1180000.00,,,,
Detlef Schrempf,1990,1160000.00,,,,
Randy Breuer,1990,1150000.00,,,,
Mark Aguirre,1990,1115000.00,,,,
Bill Cartwright,1990,1100000.00,,,,
Byron Scott,1990,1100000.00,,,,
Jeff Hornacek,1990,1100000.00,,,,
Ricky Pierce,1990,1100000.00,,,,
Wayne Cooper,1990,1100000.00,,,,
Terry Catledge,1990,1085000.00,,,,
Felton Spencer,1990,1070000.00,,,,
Charles Oakley,1990,1050000.00,,,,
Ken Norman,1990,1050000.00,,,,
Joe Dumars,1990,1035000.00,,,,
Kiki Vandeweghe,1990,1025000.00,,,,
Charles Smith,1990,1000000.00,,,,
Eddie Johnson,1990,1000000.00,,,,
Herb Williams,1990,1000000.00,,,,
Hersey Hawkins,1990,1000000.00,,,,
Horace Grant,1990,1000000.00,,,,
John Williams,1990,1000000.00,,,,
Kelly Tripucka,1990,1000000.00,,,,
Maurice Cheeks,1990,1000000.00,,,,
Stacey King,1990,1000000.00,,,,
Thurl Bailey,1990,1000000.00,,,,
Tyrone Hill,1990,1000000.00,,,,
Joe Wolf,1990,990000.00,,,,
Rodney McCray,1990,985000.00,,,,
Sam Vincent,1990,980000.00,,,,
Derrick McKey,1990,962000.00,,,,
Bo Kimble,1990,950000.00,,,,
Chris Dudley,1990,950000.00,,,,
George McCloud,1990,940000.00,,,,
James Edwards,1990,935000.00,,,,
Lionel Simmons,1990,930000.00,,,,
Craig Ehlo,1990,925000.00,,,,
Dennis Hopson,1990,915000.00,,,,
Jeff Malone,1990,915000.00,,,,
Michael Cage,1990,910000.00,,,,
Frank Brickowski,1990,905000.00,,,,
Dell Curry,1990,900000.00,,,,
Kurt Rambis,1990,900000.00,,,,
Lester Conner,1990,900000.00,,,,
Paul Pressey,1990,900000.00,,,,
Walter Davis,1990,900000.00,,,,
Doc Rivers,1990,895000.00,,,,
Dennis Rodman,1990,880000.00,,,,
James Donaldson,1990,880000.00,,,,
Kenny Walker,1990,875000.00,,,,
Mark West,1990,875000.00,,,,
Alvin Robertson,1990,870000.00,,,,
Darrell Griffith,1990,850000.00,,,,
Joe Kleine,1990,850000.00,,,,
Mitch Richmond,1990,850000.00,,,,
William Bedford,1990,850000.00,,,,
Sidney Green,1990,837000.00,,,,
Trent Tucker,1990,835000.00,,,,
Tyrone Corbin,1990,830000.00,,,,
Loy Vaught,1990,825000.00,,,,
Michael Adams,1990,825000.00,,,,
Muggsy Bogues,1990,805000.00,,,,
Orlando Woolridge,1990,805000.00,,,,
Larry Smith,1990,800000.00,,,,
Rumeal Robinson,1990,800000.00,,,,
Tom Hammonds,1990,800000.00,,,,
Travis Mays,1990,800000.00,,,,
Tree Rollins,1990,800000.00,,,,
Tim McCormick,1990,775000.00,,,,
Vlade Divac,1990,770000.00,,,,
Reggie Theus,1990,765000.00,,,,
Roy Tarpley,1990,765000.00,,,,
Scottie Pippen,1990,765000.00,,,,
Mike Sanders,1990,760000.00,,,,
Rony Seikaly,1990,755000.00,,,,
Chris Morris,1990,750000.00,,,,
Cliff Levingston,1990,750000.00,,,,
David Wingate,1990,750000.00,,,,
Ed Pinckney,1990,750000.00,,,,
Randy White,1990,730000.00,,,,
Danny Ainge,1990,725000.00,,,,
Gerald Wilkins,1990,725000.00,,,,
Nick Anderson,1990,725000.00,,,,
Willie Anderson,1990,725000.00,,,,
Bill Wennington,1990,700000.00,,,,
Kenny Smith,1990,700000.00,,,,
Fred Roberts,1990,690000.00,,,,
Kevin Willis,1990,685000.00,,,,
Buck Johnson,1990,675000.00,,,,
Charles Jones,1990,675000.00,,,,
Rex Chapman,1990,675000.00,,,,
Tim Perry,1990,675000.00,,,,
Vern Fleming,1990,667000.00,,,,
Nate McMillan,1990,658000.00,,,,
Reggie Miller,1990,654000.00,,,,
Alexander Volkov,1990,650000.00,,,,
Dave Greenwood,1990,650000.00,,,,
Dave Jamerson,1990,650000.00,,,,
Duane Causwell,1990,650000.00,,,,
Jay Humphries,1990,650000.00,,,,
Mike Brown,1990,650000.00,,,,
Sedale Threatt,1990,650000.00,,,,
Chucky Brown,1990,630000.00,,,,
Mychal Thompson,1990,615000.00,,,,
Pooh Richardson,1990,615000.00,,,,
Antoine Carr,1990,610000.00,,,,
Darrell Walker,1990,610000.00,,,,
Jeff Grayer,1990,605000.00,,,,
Larry Krystkowiak,1990,605000.00,,,,
Ledell Eackles,1990,605000.00,,,,
Andrew Lang,1990,600000.00,,,,
Brad Davis,1990,600000.00,,,,
Craig Hodges,1990,600000.00,,,,
Olden Polynice,1990,600000.00,,,,
Terry Mills,1990,600000.00,,,,
John Battle,1990,590000.00,,,,
Tod Murphy,1990,590000.00,,,,
Elden Campbell,1990,575000.00,,,,
Gerald Glass,1990,575000.00,,,,
John Salley,1990,575000.00,,,,
Jerrod Mustaf,1990,565000.00,,,,
Todd Lichti,1990,565000.00,,,,
Bob Hansen,1990,550000.00,,,,
Ed Nealy,1990,550000.00,,,,
Jerome Kersey,1990,550000.00,,,,
John Bagley,1990,550000.00,,,,
Larry Drew,1990,550000.00,,,,
Terry Teagle,1990,550000.00,,,,
Steve Kerr,1990,548000.00,,,,
Dee Brown,1990,547000.00,,,,
Gary Grant,1990,530000.00,,,,
Derrick Chievous,1990,525000.00,,,,
Michael Smith,1990,525000.00,,,,
Mookie Blaylock,1990,525000.00,,,,
Winston Bennett,1990,525000.00,,,,
Dwayne Schintzius,1990,520000.00,,,,
Bill Hanzlik,1990,510000.00,,,,
Sidney Moncrief,1990,510000.00,,,,
Spud Webb,1990,510000.00,,,,
Les Jepsen,1990,505000.00,,,,
Dana Barros,1990,500000.00,,,,
Jayson Williams,1990,500000.00,,,,
Jerome Lane,1990,500000.00,,,,
Mark Alarie,1990,500000.00,,,,
Randy Wittman,1990,500000.00,,,,
Rod Higgins,1990,500000.00,,,,
Sam Mitchell,1990,500000.00,,,,
Tim Hardaway,1990,500000.00,,,,
Eric Leckner,1990,485000.00,,,,
Greg Kite,1990,480000.00,,,,
Harvey Grant,1990,475000.00,,,,
Negele Knight,1990,468000.00,,,,
Brian Oliver,1990,455000.00,,,,
Danny Young,1990,450000.00,,,,
Jerry Reynolds,1990,450000.00,,,,
Otis Smith,1990,450000.00,,,,
Scott Hastings,1990,450000.00,,,,
Will Perdue,1990,450000.00,,,,
Winston Garland,1990,450000.00,,,,
Mark Acres,1990,437000.00,,,,
Dan Majerle,1990,430000.00,,,,
B.J. Armstrong,1990,425000.00,,,,
Kevin Edwards,1990,425000.00,,,,
Quintin Dailey,1990,425000.00,,,,
Ron Anderson,1990,425000.00,,,,
Jeff Turner,1990,410000.00,,,,
Tate George,1990,410000.00,,,,
Scott Skiles,1990,408000.00,,,,
Mark Bryant,1990,405000.00,,,,
Tom Tolbert,1990,405000.00,,,,
Adrian Dantley,1990,400000.00,,,,
Billy Thompson,1990,400000.00,,,,
Dave Hoppen,1990,400000.00,,,,
Eddie Lee Wilkins,1990,400000.00,,,,
Ken Bannister,1990,400000.00,,,,
Kenny Payne,1990,400000.00,,,,
Reggie Lewis,1990,400000.00,,,,
Rod Strickland,1990,400000.00,,,,
Alaa Abdelnaby,1990,395000.00,,,,
John Paxson,1990,385000.00,,,,
Byron Irvin,1990,375000.00,,,,
Kevin Gamble,1990,375000.00,,,,
Anthony Cook,1990,370000.00,,,,
Lance Blanks,1990,365000.00,,,,
Blue Edwards,1990,360000.00,,,,
Brian Quinnett,1990,360000.00,,,,
Jack Haley,1990,360000.00,,,,
Kenny Gattison,1990,355000.00,,,,
Joe Barry Carroll,1990,350000.00,,,,
John Morton,1990,350000.00,,,,
Kenny Battle,1990,350000.00,,,,
Shawn Kemp,1990,350000.00,,,,
Morlon Wiley,1990,347000.00,,,,
Tom Garrick,1990,340000.00,,,,
Bob Thornton,1990,335000.00,,,,
Jon Sundvold,1990,335000.00,,,,
Micheal Williams,1990,325000.00,,,,
Mike Smrek,1990,325000.00,,,,
Sherman Douglas,1990,325000.00,,,,
Randolph Keys,1990,322000.00,,,,
Derek Smith,1990,315000.00,,,,
Dave Corzine,1990,300000.00,,,,
David Wood,1990,300000.00,,,,
Grant Long,1990,300000.00,,,,
Greg Dreiling,1990,300000.00,,,,
Greg Grant,1990,300000.00,,,,
Rory Sparrow,1990,300000.00,,,,
Scott Meents,1990,300000.00,,,,
Steve Colter,1990,300000.00,,,,
Scott Brooks,1990,295000.00,,,,
Bimbo Coles,1990,290000.00,,,,
A.J. English,1990,275000.00,,,,
Adrian Caldwell,1990,275000.00,,,,
Dave Feitl,1990,275000.00,,,,
Greg Foster,1990,275000.00,,,,
Clifford Robinson,1990,250000.00,,,,
Steve Alford,1990,250000.00,,,,
Terry Davis,1990,250000.00,,,,
Vernon Maxwell,1990,250000.00,,,,
Doug West,1990,230000.00,,,,
Frank Kornet,1990,225000.00,,,,
Jud Buechler,1990,225000.00,,,,
Walter Palmer,1990,225000.00,,,,
Stojko Vrankovic,1990,222000.00,,,,
Delaney Rudd,1990,215000.00,,,,
Jeff Martin,1990,210000.00,,,,
Marcus Liberty,1990,210000.00,,,,
Gary Leonard,1990,200000.00,,,,
Michael Ansley,1990,200000.00,,,,
Milos Babic,1990,200000.00,,,,
Steve Scheffler,1990,200000.00,,,,
Kevin Pritchard,1990,185000.00,,,,
Cedric Ceballos,1990,175000.00,,,,
Kenny Williams,1990,175000.00,,,,
Derrick Gervin,1990,155000.00,,,,
John Long,1990,150000.00,,,,
John Shasky,1990,150000.00,,,,
Keith Askins,1990,150000.00,,,,
Richard Coffey,1990,150000.00,,,,
Scott Williams,1990,150000.00,,,,
Sean Higgins,1990,150000.00,,,,
Tony Massenburg,1990,150000.00,,,,
Alan Ogg,1990,130000.00,,,,
Ian Lockhart,1990,130000.00,,,,
Duane Ferrell,1990,125000.00,,,,
Gerald Henderson,1990,125000.00,,,,
Rick Calloway,1990,125000.00,,,,
Andy Toolson,1990,120000.00,,,,
Gerald Paddio,1990,120000.00,,,,
Haywoode Workman,1990,120000.00,,,,
Irving Thomas,1990,120000.00,,,,
John Starks,1990,120000.00,,,,
Kennard Winchester,1990,120000.00,,,,
Kurk Lee,1990,120000.00,,,,
Matt Bullard,1990,120000.00,,,,
Rickey Green,1990,120000.00,,,,
Steve Henson,1990,120000.00,,,,
Tony Smith,1990,120000.00,,,,
Jim Grandholm,1990,115000.00,,,,
Andre Turner,1990,110000.00,,,,
Darnell Valentine,1990,100000.00,,,,
Paul Mokeski,1990,100000.00,,,,
Dave Popson,1990,80000.00,,,,
Henry James,1990,75000.00,,,,
Scott Haffner,1990,75000.00,,,,
Avery Johnson,1990,50000.00,,,,
Ken Bannister,1990,50000.00,,,,
Mario Elie,1990,50000.00,,,,
Tony Brown,1990,50000.00,,,,
A.J. Wynder,1990,30000.00,,,,
Anthony Frederick,1990,30000.00,,,,
Jim Les,1990,30000.00,,,,
Kelvin Upshaw,1990,30000.00,,,,
Larry Bird,1991,7070000.00,,,,
Hot Rod Williams,1991,3786000.00,,,,
Kevin McHale,1991,3500000.00,,,,
Reggie Lewis,1991,3340000.00,,,,
Michael Jordan,1991,3250000.00,,,,
Reggie Miller,1991,3211000.00,,,,
Charles Barkley,1991,3200000.00,,,,
Hakeem Olajuwon,1991,3170000.00,,,,
Patrick Ewing,1991,3139000.00,,,,
Dominique Wilkins,1991,3100000.00,,,,
Robert Parish,1991,3000000.00,,,,
Benoit Benjamin,1991,2875000.00,,,,
Chris Mullin,1991,2844000.00,,,,
Danny Ferry,1991,2843000.00,,,,
Scottie Pippen,1991,2770000.00,,,,
Ralph Sampson,1991,2685000.00,,,,
Karl Malone,1991,2556000.00,,,,
Bernard King,1991,2525000.00,,,,
Sam Perkins,1991,2507000.00,,,,
Magic Johnson,1991,2500000.00,,,,
Wayman Tisdale,1991,2333000.00,,,,
Danny Manning,1991,2300000.00,,,,
Derrick Coleman,1991,2300000.00,,,,
Pervis Ellison,1991,2300000.00,,,,
Tom Chambers,1991,2275000.00,,,,
Steve Smith,1991,2250000.00,,,,
Brad Daugherty,1991,2245000.00,,,,
David Robinson,1991,2240000.00,,,,
Chuck Person,1991,2156000.00,,,,
John Stockton,1991,2100000.00,,,,
Kevin Duckworth,1991,2013000.00,,,,
Mahmoud Abdul-Rauf,1991,2008000.00,,,,
Dikembe Mutombo,1991,2005000.00,,,,
Rony Seikaly,1991,2002000.00,,,,
Bill Cartwright,1991,2000000.00,,,,
Jon Koncak,1991,2000000.00,,,,
LaSalle Thompson,1991,2000000.00,,,,
Sam Bowie,1991,2000000.00,,,,
Dennis Scott,1991,1980000.00,,,,
Larry Johnson,1991,1955000.00,,,,
Kevin Johnson,1991,1950000.00,,,,
Scott Skiles,1991,1925000.00,,,,
Rolando Blackman,1991,1920000.00,,,,
Kendall Gill,1991,1908000.00,,,,
Gary Payton,1991,1883000.00,,,,
Terry Cummings,1991,1861000.00,,,,
Mike Gminski,1991,1850000.00,,,,
Kenny Anderson,1991,1828000.00,,,,
Mychal Thompson,1991,1807000.00,,,,
Sean Elliott,1991,1802000.00,,,,
Terry Porter,1991,1787000.00,,,,
Otis Thorpe,1991,1786000.00,,,,
A.C. Green,1991,1750000.00,,,,
Horace Grant,1991,1750000.00,,,,
James Worthy,1991,1750000.00,,,,
Ricky Pierce,1991,1750000.00,,,,
Derek Harper,1991,1725000.00,,,,
Buck Williams,1991,1700000.00,,,,
Johnny Dawkins,1991,1700000.00,,,,
Ron Harper,1991,1650000.00,,,,
Kenny Smith,1991,1633000.00,,,,
Xavier McDaniel,1991,1625000.00,,,,
Fat Lever,1991,1619000.00,,,,
Danny Schayes,1991,1600000.00,,,,
John Paxson,1991,1600000.00,,,,
Moses Malone,1991,1600000.00,,,,
Luc Longley,1991,1590000.00,,,,
Jeff Malone,1991,1580000.00,,,,
Blair Rasmussen,1991,1558000.00,,,,
Mark Price,1991,1520000.00,,,,
Billy Owens,1991,1509000.00,,,,
Doug Smith,1991,1500000.00,,,,
Sleepy Floyd,1991,1500000.00,,,,
Greg Anderson,1991,1465000.00,,,,
Jeff Hornacek,1991,1428000.00,,,,
Willie Burton,1991,1402000.00,,,,
Kevin Gamble,1991,1400000.00,,,,
Michael Cage,1991,1390000.00,,,,
Terry Catledge,1991,1386000.00,,,,
Clyde Drexler,1991,1378000.00,,,,
Brad Lohaus,1991,1377000.00,,,,
Drazen Petrovic,1991,1375000.00,,,,
Larry Nance,1991,1363000.00,,,,
Armen Gilliam,1991,1350000.00,,,,
Cliff Levingston,1991,1350000.00,,,,
Manute Bol,1991,1350000.00,,,,
Rik Smits,1991,1350000.00,,,,
Felton Spencer,1991,1340000.00,,,,
Alton Lister,1991,1333000.00,,,,
Mark Eaton,1991,1333000.00,,,,
Charles Shackleford,1991,1332000.00,,,,
Brian Shaw,1991,1313000.00,,,,
Michael Adams,1991,1309000.00,,,,
Glen Rice,1991,1302000.00,,,,
Dale Ellis,1991,1300000.00,,,,
Jerry Reynolds,1991,1300000.00,,,,
Lionel Simmons,1991,1289000.00,,,,
Detlef Schrempf,1991,1278000.00,,,,
Sarunas Marciulionis,1991,1267000.00,,,,
Antoine Carr,1991,1263000.00,,,,
Sam Vincent,1991,1260000.00,,,,
J.R. Reid,1991,1250000.00,,,,
Mark Jackson,1991,1250000.00,,,,
Randy Breuer,1991,1250000.00,,,,
Sherman Douglas,1991,1250000.00,,,,
Johnny Newman,1991,1206000.00,,,,
Tyrone Hill,1991,1200000.00,,,,
Wayne Cooper,1991,1200000.00,,,,
Doc Rivers,1991,1195000.00,,,,
Herb Williams,1991,1183000.00,,,,
Tony Campbell,1991,1183000.00,,,,
Mike Brown,1991,1175000.00,,,,
Bo Kimble,1991,1150000.00,,,,
Ken Norman,1991,1150000.00,,,,
Alec Kessler,1991,1122000.00,,,,
Derrick McKey,1991,1112000.00,,,,
Byron Scott,1991,1100000.00,,,,
John Williams,1991,1100000.00,,,,
Stacey King,1991,1100000.00,,,,
Sidney Green,1991,1063000.00,,,,
Frank Brickowski,1991,1055000.00,,,,
Charles Oakley,1991,1050000.00,,,,
Charles Smith,1991,1050000.00,,,,
Eddie Johnson,1991,1050000.00,,,,
Alvin Robertson,1991,1033000.00,,,,
Rodney McCray,1991,1025000.00,,,,
Rumeal Robinson,1991,1025000.00,,,,
Kiki Vandeweghe,1991,1020000.00,,,,
Dell Curry,1991,1006000.00,,,,
Chris Dudley,1991,1000000.00,,,,
Loy Vaught,1991,1000000.00,,,,
Maurice Cheeks,1991,1000000.00,,,,
Paul Pressey,1991,1000000.00,,,,
Ron Anderson,1991,1000000.00,,,,
Thurl Bailey,1991,1000000.00,,,,
Travis Mays,1991,1000000.00,,,,
Walter Davis,1991,1000000.00,,,,
Larry Smith,1991,997000.00,,,,
George McCloud,1991,990000.00,,,,
Mark West,1991,975000.00,,,,
Mark Macon,1991,970000.00,,,,
Dennis Hopson,1991,950000.00,,,,
Jeff Grayer,1991,950000.00,,,,
Joe Kleine,1991,950000.00,,,,
Kurt Rambis,1991,950000.00,,,,
Mitch Richmond,1991,950000.00,,,,
Roy Hinson,1991,943000.00,,,,
Vlade Divac,1991,942000.00,,,,
Rex Chapman,1991,940000.00,,,,
Jim Petersen,1991,936000.00,,,,
James Edwards,1991,933000.00,,,,
Gary Grant,1991,928000.00,,,,
Craig Ehlo,1991,925000.00,,,,
Joe Barry Carroll,1991,925000.00,,,,
Tyrone Corbin,1991,922000.00,,,,
Muggsy Bogues,1991,906000.00,,,,
Ed Pinckney,1991,900000.00,,,,
Lester Conner,1991,900000.00,,,,
James Donaldson,1991,880000.00,,,,
Stacey Augmon,1991,875000.00,,,,
Greg Anthony,1991,865000.00,,,,
Mike Sanders,1991,860000.00,,,,
Randy White,1991,855000.00,,,,
Darrell Griffith,1991,850000.00,,,,
Terry Mills,1991,850000.00,,,,
Dave Jamerson,1991,840000.00,,,,
Tim McCormick,1991,825000.00,,,,
Tom Hammonds,1991,825000.00,,,,
Duane Causwell,1991,820000.00,,,,
Trent Tucker,1991,813000.00,,,,
Hersey Hawkins,1991,805000.00,,,,
Gerald Wilkins,1991,795000.00,,,,
Fred Roberts,1991,791000.00,,,,
Ledell Eackles,1991,780000.00,,,,
Bison Dele,1991,777000.00,,,,
Buck Johnson,1991,775000.00,,,,
Willie Anderson,1991,775000.00,,,,
Joe Wolf,1991,763000.00,,,,
Jay Humphries,1991,760000.00,,,,
Pooh Richardson,1991,760000.00,,,,
Tod Murphy,1991,760000.00,,,,
Vern Fleming,1991,760000.00,,,,
Charles Jones,1991,750000.00,,,,
Nick Anderson,1991,750000.00,,,,
Olden Polynice,1991,750000.00,,,,
Victor Alexander,1991,750000.00,,,,
Jerrod Mustaf,1991,735000.00,,,,
Nate McMillan,1991,733000.00,,,,
Danny Ainge,1991,725000.00,,,,
Kevin Willis,1991,725000.00,,,,
Dee Brown,1991,705000.00,,,,
Gerald Glass,1991,705000.00,,,,
Andrew Lang,1991,700000.00,,,,
Chris Gatling,1991,700000.00,,,,
Craig Hodges,1991,700000.00,,,,
Greg Kite,1991,700000.00,,,,
John Battle,1991,700000.00,,,,
Terry Teagle,1991,700000.00,,,,
Alexander Volkov,1991,675000.00,,,,
Tim Perry,1991,675000.00,,,,
Stojko Vrankovic,1991,665000.00,,,,
Mike Woodson,1991,658000.00,,,,
Chris Morris,1991,650000.00,,,,
Dwayne Schintzius,1991,650000.00,,,,
Ed Nealy,1991,650000.00,,,,
Jayson Williams,1991,650000.00,,,,
Chucky Brown,1991,640000.00,,,,
Jerome Lane,1991,640000.00,,,,
Tim Hardaway,1991,640000.00,,,,
Sam Mitchell,1991,630000.00,,,,
Kevin Brooks,1991,625000.00,,,,
Michael Smith,1991,625000.00,,,,
LaBradford Smith,1991,620000.00,,,,
Eric Leckner,1991,618000.00,,,,
John Turner,1991,615000.00,,,,
Sedale Threatt,1991,612000.00,,,,
Larry Krystkowiak,1991,605000.00,,,,
Bob Hansen,1991,600000.00,,,,
Brad Davis,1991,600000.00,,,,
Eric Murdock,1991,600000.00,,,,
Greg Dreiling,1991,600000.00,,,,
Kevin Edwards,1991,600000.00,,,,
Larry Drew,1991,600000.00,,,,
Rich King,1991,600000.00,,,,
Elden Campbell,1991,575000.00,,,,
Mookie Blaylock,1991,575000.00,,,,
Anthony Bonner,1991,568000.00,,,,
Todd Lichti,1991,565000.00,,,,
Jerome Kersey,1991,561000.00,,,,
Spud Webb,1991,560000.00,,,,
Steve Kerr,1991,553000.00,,,,
Danny Young,1991,550000.00,,,,
Jeff Turner,1991,550000.00,,,,
John Bagley,1991,550000.00,,,,
Mark Alarie,1991,550000.00,,,,
Randy Wittman,1991,550000.00,,,,
Rod Higgins,1991,550000.00,,,,
Stanley Roberts,1991,550000.00,,,,
Mark Acres,1991,547000.00,,,,
Dan Majerle,1991,535000.00,,,,
Otis Smith,1991,525000.00,,,,
Rick Fox,1991,525000.00,,,,
Terrell Brandon,1991,525000.00,,,,
Winston Bennett,1991,525000.00,,,,
Stuart Gray,1991,520000.00,,,,
Bill Hanzlik,1991,508000.00,,,,
Tom Tolbert,1991,506000.00,,,,
Les Jepsen,1991,504000.00,,,,
Alex English,1991,500000.00,,,,
Dana Barros,1991,500000.00,,,,
Dave Hoppen,1991,500000.00,,,,
Duane Ferrell,1991,500000.00,,,,
Micheal Williams,1991,500000.00,,,,
Scott Hastings,1991,500000.00,,,,
Will Perdue,1991,500000.00,,,,
Alaa Abdelnaby,1991,494000.00,,,,
Tate George,1991,481000.00,,,,
Anthony Cook,1991,480000.00,,,,
Henry James,1991,477000.00,,,,
Pete Chilcutt,1991,475000.00,,,,
Clifford Robinson,1991,474000.00,,,,
Negele Knight,1991,469000.00,,,,
Brian Oliver,1991,456000.00,,,,
Kenny Gattison,1991,456000.00,,,,
Andrew Toney,1991,450000.00,,,,
Brian Quinnett,1991,450000.00,,,,
Harvey Grant,1991,450000.00,,,,
John Morton,1991,450000.00,,,,
Mark Bryant,1991,450000.00,,,,
Winston Garland,1991,450000.00,,,,
B.J. Armstrong,1991,435000.00,,,,
Dale Davis,1991,430000.00,,,,
Shawn Kemp,1991,430000.00,,,,
Quintin Dailey,1991,425000.00,,,,
Reggie Williams,1991,425000.00,,,,
Kenny Payne,1991,410000.00,,,,
John Starks,1991,400000.00,,,,
Mike Holton,1991,400000.00,,,,
Rod Strickland,1991,400000.00,,,,
Scott Brooks,1991,400000.00,,,,
Tony Smith,1991,400000.00,,,,
Blue Edwards,1991,390000.00,,,,
Jeff Sanders,1991,385000.00,,,,
Terry Davis,1991,382000.00,,,,
Tree Rollins,1991,375000.00,,,,
Scott Williams,1991,350000.00,,,,
Steve Henson,1991,350000.00,,,,
Greg Foster,1991,339000.00,,,,
Bob Thornton,1991,335000.00,,,,
Mitchell Wiggins,1991,335000.00,,,,
Jon Sundvold,1991,333000.00,,,,
A.J. English,1991,325000.00,,,,
Carl Herrera,1991,325000.00,,,,
Vernon Maxwell,1991,325000.00,,,,
Jim Les,1991,323000.00,,,,
Rickey Green,1991,315000.00,,,,
Rafael Addison,1991,311000.00,,,,
Doug West,1991,310000.00,,,,
Dave Corzine,1991,300000.00,,,,
Jack Haley,1991,300000.00,,,,
Ken Bannister,1991,300000.00,,,,
Kenny Williams,1991,275000.00,,,,
Matt Bullard,1991,275000.00,,,,
Walter Palmer,1991,275000.00,,,,
Ian Lockhart,1991,263000.00,,,,
Marcus Liberty,1991,260000.00,,,,
Grant Long,1991,252000.00,,,,
Andy Toolson,1991,250000.00,,,,
Cedric Ceballos,1991,250000.00,,,,
David Wingate,1991,250000.00,,,,
Haywoode Workman,1991,250000.00,,,,
John Shasky,1991,250000.00,,,,
Kelvin Upshaw,1991,250000.00,,,,
Delaney Rudd,1991,240000.00,,,,
David Benoit,1991,230000.00,,,,
Jim Paxson,1991,225000.00,,,,
Rodney Monroe,1991,217000.00,,,,
Walter Davis,1991,215000.00,,,,
Bimbo Coles,1991,212000.00,,,,
Anthony Mason,1991,210000.00,,,,
Randy Brown,1991,210000.00,,,,
Alan Ogg,1991,202000.00,,,,
Keith Askins,1991,202000.00,,,,
Jimmy Oliver,1991,200000.00,,,,
Myron Brown,1991,200000.00,,,,
Tom Garrick,1991,200000.00,,,,
Tony Massenburg,1991,200000.00,,,,
Mike Iuzzolino,1991,185000.00,,,,
